ID_ESTABLECIMIENTO,Nombre del Establecimiento,Cadena Hotelera,Titular - Propiedad,CIF,País,Comunidad Autónoma,Isla,Municipio,Dirección Completa,Habitaciones,Plazas,Responsable Local,Cargo Local,Email Local,Responsable Corp,Cargo Corp,Email Corp,Edificio Prioritario,Servicio A01,Servicio A02,Servicio A03,Fecha Apertura,Fecha Cierre,STATUS
HS-626,Sholeo Los Gigantes,Canarian Hospitality ,,,Spain,Canary Islands,,Puerto de Santiago,"Av. la Gaviota, 3, 38687 Puerto de Santiago, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-627,Sidecar Restaurante,Satocan Turismo,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"C. Swing, 35128 Maspalomas, Las Palmas, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-628,Sorrento Apartamentos,Pierre et Vacances,,,Spain,Balearic Islands,,Santa Ponsa,"Avenida Del Rei Jaume I, Nº 86 , 07180 Santa Ponsa",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-629,Steigenberger Camp de Mar,Steigenberger Hotels & Resorts ,,,Spain,Balearic Islands,,Camp de Mar,"Carrer Taula, 2, 07160 Camp de Mar, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-630,Stella Maris,Marble Hotels,,,Spain,Balearic Islands,Ibiza,Sant Antoni de Portmany,"Ctra. Cap Negret, 16, 07820 Sant Antoni de Portmany, Illes Balears Teléfono: ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-631,Suculenta Port de Sóller ,Schwaiger Xino's,,,Spain,Balearic Islands,,Puerto de Soller,Calle Marina 62,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-632,Sun Club El Dorado ,Sun Club,,,Spain,Balearic Islands,,Cabo Regana,"Ctra. Cabo Blanco, Km 11, 07609 Cabo Regana, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-633,Sunset Suites By Bull Hotels,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"Calle Bentayga, 2, 35130 Puerto Rico, Gran Canaria, Las Palmas",60,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-634,T 1057 Enrique Tomas Aeropuerto Sant Joan Palma de Mallorca,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-635,T. 149 Enrique Tomas CC Fashion Outlet,Quimicral,,,Spain,Balearic Islands,,,"Aeropuerto de Palma de Mallorca Módulo C, Planta 2, Puerta C68, Carretera de l'Aeroport, Local 04CP20L02, 07611",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-636,T.1026 Et Aeropuerto Sant Joan Palma de Mallorca,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-637,T.1027 Enrique Tomás Foodies Aeropuerto Sant Joan,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-638,T.1040 Enrique Tomás Foodies Aeropuerto De Ibiza,Quimicral,,,Spain,Balearic Islands,Ibiza,Sant Josep de sa Talaia,"Aeropuerto San José Ibiza Lado Aire, Sala embarque, 07800 Ibiza, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-639,T.1058 Enrique Tomás Aeropuerto Sant Joan,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Sant Joan, Centre, 07012 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-640,T.396 Enrique Tomas Ibiza,Quimicral,,,Spain,Balearic Islands,Ibiza,Eivissa,"Carrer de la Mare de Déu, 13, 07400 Eivissa, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-641,Tacande Portals - Costa,Dreamplace Hotels,,,Spain,Balearic Islands,,,"Carrer d'en Caldentei, 15, 07181 Bendinat, Illes Balears, España",284,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-642,Tacande Portals - Mar,Dreamplace Hotels,,,Spain,Balearic Islands,,Bendinat,"Carrer d'en Caldentei, 15, 07181 Bendinat, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-643,Tahini Marbella Sushi Bar & Restaurant,Grupo Cappuccino,,,Spain,Andalucía,,Malaga,"C. José Meliá, S/N, 29602 Malaga, Málaga",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-644,Tahini Puerto Portals,Grupo Cappuccino,,,Spain,Balearic Islands,,Portals Nous,"Plaça de Portals, 2, 07184 Portals Nous, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-645,Tarifa Suites,Q Hoteles,,,Spain,Andalucía,,Tarifa,"C. Fernán Pérez Portocarrero, 1, 11380 Tarifa, Cádiz",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-646,Terrazas Costa del Sol,Pierre et Vacances,,,Spain,Andalucía,,Málaga,"Av. Sierra Morena, 2, 29692 Manilva, Málaga",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-647,Tienda Gourmet,Bodega Stratvs,,,Spain,Canary Islands,Lanzarote,"Yaiza, Lanzarote, España","Carretera Lz Km. 30 La Geria- Uga Km. 18, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-648,Tiki Bar ,Anfi Grupo,,,Spain,Canary Islands,,,"Mogan Anfi Del Mar, Las Palmas de Gran Canaria, Gran Canaria España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-649,Trendhotel Alcudia,Magic Hotels,,,Spain,Balearic Islands,Mallorca,Alcúdia,"Avinguda de Mèxic, 3, 07400 Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-650,TRS Ibiza,Palladium,,,Spain,Balearic Islands,Ibiza,Sant Antoni de Portmany,"Camí del Portixol, 1, 07820 Sant Antoni de Portmany, Illes Balears",378,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-651,TUI Magic Life,TUI Magic Life,,,Spain,Canary Islands,Fuerteventura,Pájara,"C. Pueblos, 1, 35626 Esquinzo, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-652,Ushuaïa Ibiza Beach Hotel,Palladium,,,Spain,Balearic Islands,Ibiza,Sant Jordi de ses Salines,"Ctra. de Platja d'en Bossa, 10, 07817 Sant Jordi de ses Salines, Illes Balears",415,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-653,Vestige Binidufà,Vestige Collection,,,Spain,Balearic Islands,Menorca,Es Mercadal,"Diseminado Binideufa, 18, 07750, Illes Balears, España",11,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-654,Vestige Economato,Vestige Collection,,,Spain,Balearic Islands,Menorca,Es Mercadal,"Camí de Son March, finca, Camí de Son Vell, s/n, 07769, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-655,Vestige Son Ermitá,Vestige Collection,,,Spain,Balearic Islands,Menorca,Alaior,"07730 Alaior, Illes Balears, España",11,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-656,Vestige Son Vell,Vestige Collection,,,Spain,Balearic Islands,,,"Camí de Son March, Camí de Son Vell, s/n, 07769 Ciutadella de Menorca, Illes Balears",34,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-657,Volare Portocolom,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"P. Co, Carrer d'En Cristòfor Colom, 43, 07670 Portocolom, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-658,Wellies Puerto Portals,Grupo Cappuccino,,,Spain,Balearic Islands,,,"Puerto Portals, Local 22, 07818, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-659,Zona de Almacén Hard Rock Tenerife,Hard Rock Hoteles,,,Spain,Canary Islands,Tenerife,Adeje,"Avenida de Adeje 300, 38678 Playa Paraíso",0,0,,,,,,,NO,NO,NO,NO,,,Activo
